2024-05-18 01:11:37,047 INFO    StreamThr :1314360 [internal.py:wandb_internal():86] W&B internal server running at pid: 1314360, started at: 2024-05-18 01:11:37.045881
2024-05-18 01:11:37,051 DEBUG   HandlerThread:1314360 [handler.py:handle_request():146] handle_request: status
2024-05-18 01:11:37,064 INFO    WriterThread:1314360 [datastore.py:open_for_write():87] open: /home/test/FRL/wandb/run-20240518_011137-ps602hze/run-ps602hze.wandb
2024-05-18 01:11:37,065 DEBUG   SenderThread:1314360 [sender.py:send():379] send: header
2024-05-18 01:11:37,072 DEBUG   SenderThread:1314360 [sender.py:send():379] send: run
2024-05-18 01:11:38,500 INFO    SenderThread:1314360 [dir_watcher.py:__init__():211] watching files in: /home/test/FRL/wandb/run-20240518_011137-ps602hze/files
2024-05-18 01:11:38,500 INFO    SenderThread:1314360 [sender.py:_start_run_threads():1124] run started: ps602hze with start time 1715958697.045419
2024-05-18 01:11:38,524 DEBUG   HandlerThread:1314360 [handler.py:handle_request():146] handle_request: check_version
2024-05-18 01:11:38,525 DEBUG   SenderThread:1314360 [sender.py:send_request():406] send_request: check_version
2024-05-18 01:11:38,601 DEBUG   HandlerThread:1314360 [handler.py:handle_request():146] handle_request: run_start
2024-05-18 01:11:38,610 DEBUG   HandlerThread:1314360 [system_info.py:__init__():26] System info init
2024-05-18 01:11:38,610 DEBUG   HandlerThread:1314360 [system_info.py:__init__():41] System info init done
2024-05-18 01:11:38,610 INFO    HandlerThread:1314360 [system_monitor.py:start():194] Starting system monitor
2024-05-18 01:11:38,611 INFO    HandlerThread:1314360 [system_monitor.py:probe():214] Collecting system info
2024-05-18 01:11:38,611 INFO    SystemMonitor:1314360 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-18 01:11:38,614 INFO    SystemMonitor:1314360 [interfaces.py:start():190] Started cpu monitoring
2024-05-18 01:11:38,615 INFO    SystemMonitor:1314360 [interfaces.py:start():190] Started disk monitoring
2024-05-18 01:11:38,617 INFO    SystemMonitor:1314360 [interfaces.py:start():190] Started gpu monitoring
2024-05-18 01:11:38,620 INFO    SystemMonitor:1314360 [interfaces.py:start():190] Started memory monitoring
2024-05-18 01:11:38,621 INFO    SystemMonitor:1314360 [interfaces.py:start():190] Started network monitoring
2024-05-18 01:11:38,632 DEBUG   HandlerThread:1314360 [system_info.py:probe():150] Probing system
2024-05-18 01:11:38,634 DEBUG   HandlerThread:1314360 [system_info.py:_probe_git():135] Probing git
2024-05-18 01:11:38,641 DEBUG   HandlerThread:1314360 [system_info.py:_probe_git():143] Probing git done
2024-05-18 01:11:38,641 DEBUG   HandlerThread:1314360 [system_info.py:probe():198] Probing system done
2024-05-18 01:11:38,641 DEBUG   HandlerThread:1314360 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-39-generic-x86_64-with-glibc2.37', 'python': '3.10.9', 'heartbeatAt': '2024-05-17T15:11:38.632202', 'startedAt': '2024-05-17T15:11:37.030603', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/test/FRL/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/gongzir1/FRL_my.git', 'commit': '3813aaf5f47fcc5e6081aa7e90a2dbe272effb33'}, 'email': 'zhaoxi_zhang@163.com', 'root': '/home/test/FRL', 'host': 'test-MS-7B51', 'username': 'test', 'executable': '/home/test/anaconda3/envs/FRL_test/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 4373.561166666667, 'min': 800.0, 'max': 4700.0}, 'cpu_freq_per_core': [{'current': 4389.257, 'min': 800.0, 'max': 4700.0}, {'current': 4397.795, 'min': 800.0, 'max': 4700.0}, {'current': 4397.697, 'min': 800.0, 'max': 4700.0}, {'current': 4353.724, 'min': 800.0, 'max': 4700.0}, {'current': 4397.606, 'min': 800.0, 'max': 4700.0}, {'current': 4333.075, 'min': 800.0, 'max': 4700.0}, {'current': 4387.258, 'min': 800.0, 'max': 4700.0}, {'current': 4387.427, 'min': 800.0, 'max': 4700.0}, {'current': 4390.4, 'min': 800.0, 'max': 4700.0}, {'current': 4372.247, 'min': 800.0, 'max': 4700.0}, {'current': 4337.329, 'min': 800.0, 'max': 4700.0}, {'current': 4382.709, 'min': 800.0, 'max': 4700.0}], 'disk': {'/': {'total': 439.04788970947266, 'used': 246.5803108215332}}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 62.72426986694336}}
2024-05-18 01:11:38,641 INFO    HandlerThread:1314360 [system_monitor.py:probe():224] Finished collecting system info
2024-05-18 01:11:38,642 INFO    HandlerThread:1314360 [system_monitor.py:probe():227] Publishing system info
2024-05-18 01:11:38,642 DEBUG   HandlerThread:1314360 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-18 01:11:39,503 INFO    Thread-17 :1314360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240518_011137-ps602hze/files/conda-environment.yaml
2024-05-18 01:11:42,315 DEBUG   HandlerThread:1314360 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-18 01:11:42,317 INFO    HandlerThread:1314360 [system_monitor.py:probe():229] Finished publishing system info
2024-05-18 01:11:42,320 DEBUG   SenderThread:1314360 [sender.py:send():379] send: files
2024-05-18 01:11:42,321 INFO    SenderThread:1314360 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-18 01:11:42,321 DEBUG   HandlerThread:1314360 [handler.py:handle_request():146] handle_request: status_report
2024-05-18 01:11:42,453 DEBUG   HandlerThread:1314360 [handler.py:handle_request():146] handle_request: python_packages
2024-05-18 01:11:42,453 DEBUG   SenderThread:1314360 [sender.py:send_request():406] send_request: python_packages
2024-05-18 01:11:42,454 DEBUG   HandlerThread:1314360 [handler.py:handle_request():146] handle_request: stop_status
2024-05-18 01:11:42,455 DEBUG   SenderThread:1314360 [sender.py:send_request():406] send_request: stop_status
2024-05-18 01:11:42,459 DEBUG   HandlerThread:1314360 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-18 01:11:42,501 INFO    Thread-17 :1314360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/test/FRL/wandb/run-20240518_011137-ps602hze/files/conda-environment.yaml
2024-05-18 01:11:42,502 INFO    Thread-17 :1314360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240518_011137-ps602hze/files/requirements.txt
2024-05-18 01:11:42,502 INFO    Thread-17 :1314360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240518_011137-ps602hze/files/wandb-metadata.json
2024-05-18 01:11:42,811 DEBUG   SenderThread:1314360 [sender.py:send():379] send: telemetry
2024-05-18 01:11:43,253 INFO    wandb-upload_0:1314360 [upload_job.py:push():131] Uploaded file /tmp/tmp1kc5wmg1wandb/xx9h2h71-wandb-metadata.json
2024-05-18 01:11:43,501 INFO    Thread-17 :1314360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240518_011137-ps602hze/files/output.log
2024-05-18 01:11:45,502 INFO    Thread-17 :1314360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/test/FRL/wandb/run-20240518_011137-ps602hze/files/output.log
2024-05-18 01:11:47,813 DEBUG   HandlerThread:1314360 [handler.py:handle_request():146] handle_request: status_report
2024-05-18 01:11:52,814 DEBUG   HandlerThread:1314360 [handler.py:handle_request():146] handle_request: status_report
2024-05-18 01:11:57,463 DEBUG   HandlerThread:1314360 [handler.py:handle_request():146] handle_request: stop_status
2024-05-18 01:11:57,463 DEBUG   SenderThread:1314360 [sender.py:send_request():406] send_request: stop_status
