2024-05-17 16:06:25,742 INFO    StreamThr :1287984 [internal.py:wandb_internal():86] W&B internal server running at pid: 1287984, started at: 2024-05-17 16:06:25.741539
2024-05-17 16:06:25,748 DEBUG   HandlerThread:1287984 [handler.py:handle_request():146] handle_request: status
2024-05-17 16:06:25,763 INFO    WriterThread:1287984 [datastore.py:open_for_write():87] open: /home/test/FRL/wandb/run-20240517_160625-p6xd2izp/run-p6xd2izp.wandb
2024-05-17 16:06:25,763 DEBUG   SenderThread:1287984 [sender.py:send():379] send: header
2024-05-17 16:06:25,772 DEBUG   SenderThread:1287984 [sender.py:send():379] send: run
2024-05-17 16:06:26,292 INFO    SenderThread:1287984 [dir_watcher.py:__init__():211] watching files in: /home/test/FRL/wandb/run-20240517_160625-p6xd2izp/files
2024-05-17 16:06:26,292 INFO    SenderThread:1287984 [sender.py:_start_run_threads():1124] run started: p6xd2izp with start time 1715925985.742116
2024-05-17 16:06:26,312 DEBUG   HandlerThread:1287984 [handler.py:handle_request():146] handle_request: check_version
2024-05-17 16:06:26,312 DEBUG   SenderThread:1287984 [sender.py:send_request():406] send_request: check_version
2024-05-17 16:06:26,380 DEBUG   HandlerThread:1287984 [handler.py:handle_request():146] handle_request: run_start
2024-05-17 16:06:26,389 DEBUG   HandlerThread:1287984 [system_info.py:__init__():26] System info init
2024-05-17 16:06:26,390 DEBUG   HandlerThread:1287984 [system_info.py:__init__():41] System info init done
2024-05-17 16:06:26,390 INFO    HandlerThread:1287984 [system_monitor.py:start():194] Starting system monitor
2024-05-17 16:06:26,391 INFO    SystemMonitor:1287984 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-17 16:06:26,391 INFO    HandlerThread:1287984 [system_monitor.py:probe():214] Collecting system info
2024-05-17 16:06:26,392 INFO    SystemMonitor:1287984 [interfaces.py:start():190] Started cpu monitoring
2024-05-17 16:06:26,395 INFO    SystemMonitor:1287984 [interfaces.py:start():190] Started disk monitoring
2024-05-17 16:06:26,397 INFO    SystemMonitor:1287984 [interfaces.py:start():190] Started gpu monitoring
2024-05-17 16:06:26,399 INFO    SystemMonitor:1287984 [interfaces.py:start():190] Started memory monitoring
2024-05-17 16:06:26,400 INFO    SystemMonitor:1287984 [interfaces.py:start():190] Started network monitoring
2024-05-17 16:06:26,411 DEBUG   HandlerThread:1287984 [system_info.py:probe():150] Probing system
2024-05-17 16:06:26,414 DEBUG   HandlerThread:1287984 [system_info.py:_probe_git():135] Probing git
2024-05-17 16:06:26,421 DEBUG   HandlerThread:1287984 [system_info.py:_probe_git():143] Probing git done
2024-05-17 16:06:26,421 DEBUG   HandlerThread:1287984 [system_info.py:probe():198] Probing system done
