2024-05-20 14:30:14,128 INFO    StreamThr :1422054 [internal.py:wandb_internal():86] W&B internal server running at pid: 1422054, started at: 2024-05-20 14:30:14.126086
2024-05-20 14:30:14,143 DEBUG   HandlerThread:1422054 [handler.py:handle_request():146] handle_request: status
2024-05-20 14:30:14,166 INFO    WriterThread:1422054 [datastore.py:open_for_write():87] open: /home/test/FRL/wandb/run-20240520_143014-lb4129b7/run-lb4129b7.wandb
2024-05-20 14:30:14,169 DEBUG   SenderThread:1422054 [sender.py:send():379] send: header
2024-05-20 14:30:14,187 DEBUG   SenderThread:1422054 [sender.py:send():379] send: run
2024-05-20 14:30:14,963 INFO    SenderThread:1422054 [dir_watcher.py:__init__():211] watching files in: /home/test/FRL/wandb/run-20240520_143014-lb4129b7/files
2024-05-20 14:30:14,963 INFO    SenderThread:1422054 [sender.py:_start_run_threads():1124] run started: lb4129b7 with start time 1716179414.123882
2024-05-20 14:30:14,982 DEBUG   HandlerThread:1422054 [handler.py:handle_request():146] handle_request: check_version
2024-05-20 14:30:14,983 DEBUG   SenderThread:1422054 [sender.py:send_request():406] send_request: check_version
2024-05-20 14:30:15,293 DEBUG   HandlerThread:1422054 [handler.py:handle_request():146] handle_request: run_start
2024-05-20 14:30:15,301 DEBUG   HandlerThread:1422054 [system_info.py:__init__():26] System info init
2024-05-20 14:30:15,301 DEBUG   HandlerThread:1422054 [system_info.py:__init__():41] System info init done
2024-05-20 14:30:15,301 INFO    HandlerThread:1422054 [system_monitor.py:start():194] Starting system monitor
2024-05-20 14:30:15,302 INFO    HandlerThread:1422054 [system_monitor.py:probe():214] Collecting system info
2024-05-20 14:30:15,302 INFO    SystemMonitor:1422054 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-20 14:30:15,304 INFO    SystemMonitor:1422054 [interfaces.py:start():190] Started cpu monitoring
2024-05-20 14:30:15,306 INFO    SystemMonitor:1422054 [interfaces.py:start():190] Started disk monitoring
2024-05-20 14:30:15,309 INFO    SystemMonitor:1422054 [interfaces.py:start():190] Started gpu monitoring
2024-05-20 14:30:15,312 INFO    SystemMonitor:1422054 [interfaces.py:start():190] Started memory monitoring
2024-05-20 14:30:15,313 INFO    SystemMonitor:1422054 [interfaces.py:start():190] Started network monitoring
2024-05-20 14:30:15,323 DEBUG   HandlerThread:1422054 [system_info.py:probe():150] Probing system
2024-05-20 14:30:15,325 DEBUG   HandlerThread:1422054 [system_info.py:_probe_git():135] Probing git
2024-05-20 14:30:15,332 DEBUG   HandlerThread:1422054 [system_info.py:_probe_git():143] Probing git done
2024-05-20 14:30:15,332 DEBUG   HandlerThread:1422054 [system_info.py:probe():198] Probing system done
2024-05-20 14:30:15,332 DEBUG   HandlerThread:1422054 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-39-generic-x86_64-with-glibc2.37', 'python': '3.10.9', 'heartbeatAt': '2024-05-20T04:30:15.323131', 'startedAt': '2024-05-20T04:30:14.085401', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/test/FRL/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/gongzir1/FRL_my.git', 'commit': '3813aaf5f47fcc5e6081aa7e90a2dbe272effb33'}, 'email': 'zhaoxi_zhang@163.com', 'root': '/home/test/FRL', 'host': 'test-MS-7B51', 'username': 'test', 'executable': '/home/test/anaconda3/envs/FRL_test/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 4354.279333333333, 'min': 800.0, 'max': 4700.0}, 'cpu_freq_per_core': [{'current': 4381.884, 'min': 800.0, 'max': 4700.0}, {'current': 4368.688, 'min': 800.0, 'max': 4700.0}, {'current': 4378.427, 'min': 800.0, 'max': 4700.0}, {'current': 4354.209, 'min': 800.0, 'max': 4700.0}, {'current': 4365.501, 'min': 800.0, 'max': 4700.0}, {'current': 4311.781, 'min': 800.0, 'max': 4700.0}, {'current': 4366.17, 'min': 800.0, 'max': 4700.0}, {'current': 4382.835, 'min': 800.0, 'max': 4700.0}, {'current': 4371.304, 'min': 800.0, 'max': 4700.0}, {'current': 4373.069, 'min': 800.0, 'max': 4700.0}, {'current': 4378.715, 'min': 800.0, 'max': 4700.0}, {'current': 4373.736, 'min': 800.0, 'max': 4700.0}], 'disk': {'/': {'total': 439.04788970947266, 'used': 246.63347244262695}}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 62.72426986694336}}
2024-05-20 14:30:15,332 INFO    HandlerThread:1422054 [system_monitor.py:probe():224] Finished collecting system info
2024-05-20 14:30:15,332 INFO    HandlerThread:1422054 [system_monitor.py:probe():227] Publishing system info
2024-05-20 14:30:15,332 DEBUG   HandlerThread:1422054 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
