2024-05-16 14:15:52,256 INFO    StreamThr :1246654 [internal.py:wandb_internal():86] W&B internal server running at pid: 1246654, started at: 2024-05-16 14:15:52.255872
2024-05-16 14:15:52,262 DEBUG   HandlerThread:1246654 [handler.py:handle_request():146] handle_request: status
2024-05-16 14:15:52,271 INFO    WriterThread:1246654 [datastore.py:open_for_write():87] open: /home/test/FRL/wandb/run-20240516_141552-1n1fyjnf/run-1n1fyjnf.wandb
2024-05-16 14:15:52,271 DEBUG   SenderThread:1246654 [sender.py:send():379] send: header
2024-05-16 14:15:52,275 DEBUG   SenderThread:1246654 [sender.py:send():379] send: run
2024-05-16 14:15:53,493 INFO    SenderThread:1246654 [dir_watcher.py:__init__():211] watching files in: /home/test/FRL/wandb/run-20240516_141552-1n1fyjnf/files
2024-05-16 14:15:53,494 INFO    SenderThread:1246654 [sender.py:_start_run_threads():1124] run started: 1n1fyjnf with start time 1715832952.253598
2024-05-16 14:15:53,526 DEBUG   HandlerThread:1246654 [handler.py:handle_request():146] handle_request: check_version
2024-05-16 14:15:53,527 DEBUG   SenderThread:1246654 [sender.py:send_request():406] send_request: check_version
2024-05-16 14:15:53,610 DEBUG   HandlerThread:1246654 [handler.py:handle_request():146] handle_request: run_start
2024-05-16 14:15:53,618 DEBUG   HandlerThread:1246654 [system_info.py:__init__():26] System info init
2024-05-16 14:15:53,618 DEBUG   HandlerThread:1246654 [system_info.py:__init__():41] System info init done
2024-05-16 14:15:53,618 INFO    HandlerThread:1246654 [system_monitor.py:start():194] Starting system monitor
2024-05-16 14:15:53,619 INFO    HandlerThread:1246654 [system_monitor.py:probe():214] Collecting system info
2024-05-16 14:15:53,619 INFO    SystemMonitor:1246654 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-16 14:15:53,621 INFO    SystemMonitor:1246654 [interfaces.py:start():190] Started cpu monitoring
2024-05-16 14:15:53,623 INFO    SystemMonitor:1246654 [interfaces.py:start():190] Started disk monitoring
2024-05-16 14:15:53,625 INFO    SystemMonitor:1246654 [interfaces.py:start():190] Started gpu monitoring
2024-05-16 14:15:53,626 INFO    SystemMonitor:1246654 [interfaces.py:start():190] Started memory monitoring
2024-05-16 14:15:53,628 INFO    SystemMonitor:1246654 [interfaces.py:start():190] Started network monitoring
2024-05-16 14:15:53,642 DEBUG   HandlerThread:1246654 [system_info.py:probe():150] Probing system
2024-05-16 14:15:53,644 DEBUG   HandlerThread:1246654 [system_info.py:_probe_git():135] Probing git
2024-05-16 14:15:53,652 DEBUG   HandlerThread:1246654 [system_info.py:_probe_git():143] Probing git done
2024-05-16 14:15:53,652 DEBUG   HandlerThread:1246654 [system_info.py:probe():198] Probing system done
2024-05-16 14:15:53,652 DEBUG   HandlerThread:1246654 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-39-generic-x86_64-with-glibc2.37', 'python': '3.10.9', 'heartbeatAt': '2024-05-16T04:15:53.642510', 'startedAt': '2024-05-16T04:15:52.239710', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/test/FRL/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/gongzir1/FRL_my.git', 'commit': '3813aaf5f47fcc5e6081aa7e90a2dbe272effb33'}, 'email': 'zhaoxi_zhang@163.com', 'root': '/home/test/FRL', 'host': 'test-MS-7B51', 'username': 'test', 'executable': '/home/test/anaconda3/envs/FRL_test/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 4236.512083333332, 'min': 800.0, 'max': 4700.0}, 'cpu_freq_per_core': [{'current': 4300.049, 'min': 800.0, 'max': 4700.0}, {'current': 4299.979, 'min': 800.0, 'max': 4700.0}, {'current': 4299.987, 'min': 800.0, 'max': 4700.0}, {'current': 4299.988, 'min': 800.0, 'max': 4700.0}, {'current': 4300.002, 'min': 800.0, 'max': 4700.0}, {'current': 4300.021, 'min': 800.0, 'max': 4700.0}, {'current': 4300.01, 'min': 800.0, 'max': 4700.0}, {'current': 4299.995, 'min': 800.0, 'max': 4700.0}, {'current': 4299.988, 'min': 800.0, 'max': 4700.0}, {'current': 4300.001, 'min': 800.0, 'max': 4700.0}, {'current': 4299.986, 'min': 800.0, 'max': 4700.0}, {'current': 4300.031, 'min': 800.0, 'max': 4700.0}], 'disk': {'/': {'total': 439.04788970947266, 'used': 246.58335876464844}}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 62.72426986694336}}
2024-05-16 14:15:53,652 INFO    HandlerThread:1246654 [system_monitor.py:probe():224] Finished collecting system info
2024-05-16 14:15:53,652 INFO    HandlerThread:1246654 [system_monitor.py:probe():227] Publishing system info
2024-05-16 14:15:53,652 DEBUG   HandlerThread:1246654 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-16 14:15:54,497 INFO    Thread-17 :1246654 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240516_141552-1n1fyjnf/files/conda-environment.yaml
2024-05-16 14:15:57,576 DEBUG   HandlerThread:1246654 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-16 14:15:57,577 INFO    HandlerThread:1246654 [system_monitor.py:probe():229] Finished publishing system info
2024-05-16 14:15:57,580 DEBUG   SenderThread:1246654 [sender.py:send():379] send: files
2024-05-16 14:15:57,580 INFO    SenderThread:1246654 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-16 14:15:57,581 DEBUG   HandlerThread:1246654 [handler.py:handle_request():146] handle_request: status_report
2024-05-16 14:15:57,720 DEBUG   HandlerThread:1246654 [handler.py:handle_request():146] handle_request: python_packages
2024-05-16 14:15:57,720 DEBUG   SenderThread:1246654 [sender.py:send_request():406] send_request: python_packages
2024-05-16 14:15:57,721 DEBUG   HandlerThread:1246654 [handler.py:handle_request():146] handle_request: stop_status
2024-05-16 14:15:57,722 DEBUG   SenderThread:1246654 [sender.py:send_request():406] send_request: stop_status
2024-05-16 14:15:57,725 DEBUG   HandlerThread:1246654 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-16 14:15:58,069 DEBUG   SenderThread:1246654 [sender.py:send():379] send: telemetry
2024-05-16 14:15:58,493 INFO    Thread-17 :1246654 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/test/FRL/wandb/run-20240516_141552-1n1fyjnf/files/conda-environment.yaml
2024-05-16 14:15:58,493 INFO    Thread-17 :1246654 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240516_141552-1n1fyjnf/files/output.log
2024-05-16 14:15:58,493 INFO    Thread-17 :1246654 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240516_141552-1n1fyjnf/files/requirements.txt
2024-05-16 14:15:58,494 INFO    Thread-17 :1246654 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240516_141552-1n1fyjnf/files/wandb-metadata.json
2024-05-16 14:15:58,547 INFO    wandb-upload_0:1246654 [upload_job.py:push():131] Uploaded file /tmp/tmpxo5j0ahjwandb/hvdz36z7-wandb-metadata.json
2024-05-16 14:16:00,493 INFO    Thread-17 :1246654 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/test/FRL/wandb/run-20240516_141552-1n1fyjnf/files/output.log
2024-05-16 14:16:03,072 DEBUG   HandlerThread:1246654 [handler.py:handle_request():146] handle_request: status_report
2024-05-16 14:16:08,073 DEBUG   HandlerThread:1246654 [handler.py:handle_request():146] handle_request: status_report
2024-05-16 14:16:12,721 DEBUG   HandlerThread:1246654 [handler.py:handle_request():146] handle_request: stop_status
2024-05-16 14:16:12,722 DEBUG   SenderThread:1246654 [sender.py:send_request():406] send_request: stop_status
2024-05-16 14:16:12,766 DEBUG   HandlerThread:1246654 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-16 14:16:14,012 DEBUG   HandlerThread:1246654 [handler.py:handle_request():146] handle_request: status_report
2024-05-16 14:16:19,014 DEBUG   HandlerThread:1246654 [handler.py:handle_request():146] handle_request: status_report
2024-05-16 14:16:24,020 DEBUG   HandlerThread:1246654 [handler.py:handle_request():146] handle_request: status_report
