2024-05-20 17:16:03,866 INFO    StreamThr :1436476 [internal.py:wandb_internal():86] W&B internal server running at pid: 1436476, started at: 2024-05-20 17:16:03.864638
2024-05-20 17:16:03,876 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: status
2024-05-20 17:16:03,885 INFO    WriterThread:1436476 [datastore.py:open_for_write():87] open: /home/test/FRL/wandb/run-20240520_171603-eenifm8z/run-eenifm8z.wandb
2024-05-20 17:16:03,886 DEBUG   SenderThread:1436476 [sender.py:send():379] send: header
2024-05-20 17:16:03,891 DEBUG   SenderThread:1436476 [sender.py:send():379] send: run
2024-05-20 17:16:04,478 INFO    SenderThread:1436476 [dir_watcher.py:__init__():211] watching files in: /home/test/FRL/wandb/run-20240520_171603-eenifm8z/files
2024-05-20 17:16:04,478 INFO    SenderThread:1436476 [sender.py:_start_run_threads():1124] run started: eenifm8z with start time 1716189363.865229
2024-05-20 17:16:04,504 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: check_version
2024-05-20 17:16:04,505 DEBUG   SenderThread:1436476 [sender.py:send_request():406] send_request: check_version
2024-05-20 17:16:04,621 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: run_start
2024-05-20 17:16:04,644 DEBUG   HandlerThread:1436476 [system_info.py:__init__():26] System info init
2024-05-20 17:16:04,645 DEBUG   HandlerThread:1436476 [system_info.py:__init__():41] System info init done
2024-05-20 17:16:04,645 INFO    HandlerThread:1436476 [system_monitor.py:start():194] Starting system monitor
2024-05-20 17:16:04,646 INFO    SystemMonitor:1436476 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-20 17:16:04,647 INFO    HandlerThread:1436476 [system_monitor.py:probe():214] Collecting system info
2024-05-20 17:16:04,650 INFO    SystemMonitor:1436476 [interfaces.py:start():190] Started cpu monitoring
2024-05-20 17:16:04,658 INFO    SystemMonitor:1436476 [interfaces.py:start():190] Started disk monitoring
2024-05-20 17:16:04,665 INFO    SystemMonitor:1436476 [interfaces.py:start():190] Started gpu monitoring
2024-05-20 17:16:04,668 INFO    SystemMonitor:1436476 [interfaces.py:start():190] Started memory monitoring
2024-05-20 17:16:04,672 INFO    SystemMonitor:1436476 [interfaces.py:start():190] Started network monitoring
2024-05-20 17:16:04,693 DEBUG   HandlerThread:1436476 [system_info.py:probe():150] Probing system
2024-05-20 17:16:04,698 DEBUG   HandlerThread:1436476 [system_info.py:_probe_git():135] Probing git
2024-05-20 17:16:04,715 DEBUG   HandlerThread:1436476 [system_info.py:_probe_git():143] Probing git done
2024-05-20 17:16:04,715 DEBUG   HandlerThread:1436476 [system_info.py:probe():198] Probing system done
2024-05-20 17:16:04,715 DEBUG   HandlerThread:1436476 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-39-generic-x86_64-with-glibc2.37', 'python': '3.10.9', 'heartbeatAt': '2024-05-20T07:16:04.693715', 'startedAt': '2024-05-20T07:16:03.839280', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/test/FRL/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/gongzir1/FRL_my.git', 'commit': '3813aaf5f47fcc5e6081aa7e90a2dbe272effb33'}, 'email': 'zhaoxi_zhang@163.com', 'root': '/home/test/FRL', 'host': 'test-MS-7B51', 'username': 'test', 'executable': '/home/test/anaconda3/envs/FRL_test/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 1700.099, 'min': 800.0, 'max': 4700.0}, 'cpu_freq_per_core': [{'current': 1699.76, 'min': 800.0, 'max': 4700.0}, {'current': 1700.146, 'min': 800.0, 'max': 4700.0}, {'current': 1700.083, 'min': 800.0, 'max': 4700.0}, {'current': 1700.32, 'min': 800.0, 'max': 4700.0}, {'current': 1702.834, 'min': 800.0, 'max': 4700.0}, {'current': 1700.791, 'min': 800.0, 'max': 4700.0}, {'current': 1699.998, 'min': 800.0, 'max': 4700.0}, {'current': 1700.672, 'min': 800.0, 'max': 4700.0}, {'current': 1700.74, 'min': 800.0, 'max': 4700.0}, {'current': 1700.209, 'min': 800.0, 'max': 4700.0}, {'current': 1700.206, 'min': 800.0, 'max': 4700.0}, {'current': 1699.536, 'min': 800.0, 'max': 4700.0}], 'disk': {'/': {'total': 439.04788970947266, 'used': 246.64310836791992}}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 62.72426986694336}}
2024-05-20 17:16:04,715 INFO    HandlerThread:1436476 [system_monitor.py:probe():224] Finished collecting system info
2024-05-20 17:16:04,715 INFO    HandlerThread:1436476 [system_monitor.py:probe():227] Publishing system info
2024-05-20 17:16:04,715 DEBUG   HandlerThread:1436476 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-20 17:16:05,480 INFO    Thread-17 :1436476 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240520_171603-eenifm8z/files/conda-environment.yaml
2024-05-20 17:16:08,338 DEBUG   HandlerThread:1436476 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-20 17:16:08,339 INFO    HandlerThread:1436476 [system_monitor.py:probe():229] Finished publishing system info
2024-05-20 17:16:08,342 DEBUG   SenderThread:1436476 [sender.py:send():379] send: files
2024-05-20 17:16:08,342 INFO    SenderThread:1436476 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-20 17:16:08,471 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: python_packages
2024-05-20 17:16:08,472 DEBUG   SenderThread:1436476 [sender.py:send_request():406] send_request: python_packages
2024-05-20 17:16:08,473 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: stop_status
2024-05-20 17:16:08,473 DEBUG   SenderThread:1436476 [sender.py:send_request():406] send_request: stop_status
2024-05-20 17:16:08,478 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-20 17:16:08,479 INFO    Thread-17 :1436476 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/test/FRL/wandb/run-20240520_171603-eenifm8z/files/conda-environment.yaml
2024-05-20 17:16:08,479 INFO    Thread-17 :1436476 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240520_171603-eenifm8z/files/wandb-metadata.json
2024-05-20 17:16:08,480 INFO    Thread-17 :1436476 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240520_171603-eenifm8z/files/requirements.txt
2024-05-20 17:16:08,796 DEBUG   SenderThread:1436476 [sender.py:send():379] send: telemetry
2024-05-20 17:16:09,367 INFO    wandb-upload_0:1436476 [upload_job.py:push():131] Uploaded file /tmp/tmprrjzoqjcwandb/z1sskx34-wandb-metadata.json
2024-05-20 17:16:09,479 INFO    Thread-17 :1436476 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240520_171603-eenifm8z/files/output.log
2024-05-20 17:16:09,798 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: status_report
2024-05-20 17:16:11,480 INFO    Thread-17 :1436476 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/test/FRL/wandb/run-20240520_171603-eenifm8z/files/output.log
2024-05-20 17:16:14,799 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: status_report
2024-05-20 17:16:19,799 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: status_report
2024-05-20 17:16:23,474 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: stop_status
2024-05-20 17:16:23,474 DEBUG   SenderThread:1436476 [sender.py:send_request():406] send_request: stop_status
2024-05-20 17:16:23,518 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-20 17:16:25,790 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: status_report
2024-05-20 17:16:30,791 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: status_report
2024-05-20 17:16:35,797 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: status_report
2024-05-20 17:16:36,492 INFO    Thread-17 :1436476 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/test/FRL/wandb/run-20240520_171603-eenifm8z/files/config.yaml
2024-05-20 17:16:38,473 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: stop_status
2024-05-20 17:16:38,474 DEBUG   SenderThread:1436476 [sender.py:send_request():406] send_request: stop_status
2024-05-20 17:16:38,518 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-20 17:16:41,748 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: status_report
2024-05-20 17:16:47,563 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: status_report
2024-05-20 17:16:49,505 INFO    Thread-17 :1436476 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/test/FRL/wandb/run-20240520_171603-eenifm8z/files/output.log
2024-05-20 17:16:52,565 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: status_report
2024-05-20 17:16:53,474 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: stop_status
2024-05-20 17:16:53,474 DEBUG   SenderThread:1436476 [sender.py:send_request():406] send_request: stop_status
2024-05-20 17:16:53,479 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-20 17:16:58,204 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: status_report
2024-05-20 17:17:03,205 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: status_report
2024-05-20 17:17:04,673 DEBUG   SystemMonitor:1436476 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-20 17:17:04,675 DEBUG   SenderThread:1436476 [sender.py:send():379] send: stats
2024-05-20 17:17:08,475 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: stop_status
2024-05-20 17:17:08,477 DEBUG   SenderThread:1436476 [sender.py:send_request():406] send_request: stop_status
2024-05-20 17:17:08,519 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-20 17:17:08,718 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: status_report
2024-05-20 17:17:13,719 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: status_report
2024-05-20 17:17:18,721 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: status_report
2024-05-20 17:17:23,475 DEBUG   HandlerThread:1436476 [handler.py:handle_request():146] handle_request: stop_status
2024-05-20 17:17:23,477 DEBUG   SenderThread:1436476 [sender.py:send_request():406] send_request: stop_status
