2024-05-29 17:13:01,369 INFO    StreamThr :726260 [internal.py:wandb_internal():86] W&B internal server running at pid: 726260, started at: 2024-05-29 17:13:01.366765
2024-05-29 17:13:01,375 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: status
2024-05-29 17:13:01,382 INFO    WriterThread:726260 [datastore.py:open_for_write():87] open: /home/test/FRL/wandb/run-20240529_171301-mdt4y11l/run-mdt4y11l.wandb
2024-05-29 17:13:01,383 DEBUG   SenderThread:726260 [sender.py:send():379] send: header
2024-05-29 17:13:01,384 DEBUG   SenderThread:726260 [sender.py:send():379] send: run
2024-05-29 17:13:02,349 INFO    SenderThread:726260 [dir_watcher.py:__init__():211] watching files in: /home/test/FRL/wandb/run-20240529_171301-mdt4y11l/files
2024-05-29 17:13:02,349 INFO    SenderThread:726260 [sender.py:_start_run_threads():1124] run started: mdt4y11l with start time 1716966781.363797
2024-05-29 17:13:02,376 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: check_version
2024-05-29 17:13:02,377 DEBUG   SenderThread:726260 [sender.py:send_request():406] send_request: check_version
2024-05-29 17:13:02,529 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: run_start
2024-05-29 17:13:02,539 DEBUG   HandlerThread:726260 [system_info.py:__init__():26] System info init
2024-05-29 17:13:02,539 DEBUG   HandlerThread:726260 [system_info.py:__init__():41] System info init done
2024-05-29 17:13:02,539 INFO    HandlerThread:726260 [system_monitor.py:start():194] Starting system monitor
2024-05-29 17:13:02,540 INFO    HandlerThread:726260 [system_monitor.py:probe():214] Collecting system info
2024-05-29 17:13:02,541 INFO    SystemMonitor:726260 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-29 17:13:02,543 INFO    SystemMonitor:726260 [interfaces.py:start():190] Started cpu monitoring
2024-05-29 17:13:02,545 INFO    SystemMonitor:726260 [interfaces.py:start():190] Started disk monitoring
2024-05-29 17:13:02,547 INFO    SystemMonitor:726260 [interfaces.py:start():190] Started gpu monitoring
2024-05-29 17:13:02,549 INFO    SystemMonitor:726260 [interfaces.py:start():190] Started memory monitoring
2024-05-29 17:13:02,551 INFO    SystemMonitor:726260 [interfaces.py:start():190] Started network monitoring
2024-05-29 17:13:02,560 DEBUG   HandlerThread:726260 [system_info.py:probe():150] Probing system
2024-05-29 17:13:02,563 DEBUG   HandlerThread:726260 [system_info.py:_probe_git():135] Probing git
2024-05-29 17:13:02,571 DEBUG   HandlerThread:726260 [system_info.py:_probe_git():143] Probing git done
2024-05-29 17:13:02,571 DEBUG   HandlerThread:726260 [system_info.py:probe():198] Probing system done
2024-05-29 17:13:02,571 DEBUG   HandlerThread:726260 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-39-generic-x86_64-with-glibc2.37', 'python': '3.10.9', 'heartbeatAt': '2024-05-29T07:13:02.560732', 'startedAt': '2024-05-29T07:13:01.345417', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/test/FRL/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/gongzir1/FRL_my.git', 'commit': '3813aaf5f47fcc5e6081aa7e90a2dbe272effb33'}, 'email': 'zhaoxi_zhang@163.com', 'root': '/home/test/FRL', 'host': 'test-MS-7B51', 'username': 'test', 'executable': '/home/test/anaconda3/envs/FRL_test/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3425.0384166666668, 'min': 800.0, 'max': 4700.0}, 'cpu_freq_per_core': [{'current': 3400.004, 'min': 800.0, 'max': 4700.0}, {'current': 3400.475, 'min': 800.0, 'max': 4700.0}, {'current': 3700.0, 'min': 800.0, 'max': 4700.0}, {'current': 3399.49, 'min': 800.0, 'max': 4700.0}, {'current': 3700.0, 'min': 800.0, 'max': 4700.0}, {'current': 3400.764, 'min': 800.0, 'max': 4700.0}, {'current': 3400.01, 'min': 800.0, 'max': 4700.0}, {'current': 3400.543, 'min': 800.0, 'max': 4700.0}, {'current': 3400.002, 'min': 800.0, 'max': 4700.0}, {'current': 3396.207, 'min': 800.0, 'max': 4700.0}, {'current': 3400.01, 'min': 800.0, 'max': 4700.0}, {'current': 3400.003, 'min': 800.0, 'max': 4700.0}], 'disk': {'/': {'total': 439.04788970947266, 'used': 266.2177200317383}}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 62.72426986694336}}
2024-05-29 17:13:02,571 INFO    HandlerThread:726260 [system_monitor.py:probe():224] Finished collecting system info
2024-05-29 17:13:02,571 INFO    HandlerThread:726260 [system_monitor.py:probe():227] Publishing system info
2024-05-29 17:13:02,572 DEBUG   HandlerThread:726260 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-29 17:13:03,352 INFO    Thread-17 :726260 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240529_171301-mdt4y11l/files/conda-environment.yaml
2024-05-29 17:13:06,194 DEBUG   HandlerThread:726260 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-29 17:13:06,197 INFO    HandlerThread:726260 [system_monitor.py:probe():229] Finished publishing system info
2024-05-29 17:13:06,201 DEBUG   SenderThread:726260 [sender.py:send():379] send: files
2024-05-29 17:13:06,201 INFO    SenderThread:726260 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-29 17:13:06,310 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: python_packages
2024-05-29 17:13:06,311 DEBUG   SenderThread:726260 [sender.py:send_request():406] send_request: python_packages
2024-05-29 17:13:06,313 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: stop_status
2024-05-29 17:13:06,315 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-29 17:13:06,315 DEBUG   SenderThread:726260 [sender.py:send_request():406] send_request: stop_status
2024-05-29 17:13:06,349 INFO    Thread-17 :726260 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/test/FRL/wandb/run-20240529_171301-mdt4y11l/files/conda-environment.yaml
2024-05-29 17:13:06,350 INFO    Thread-17 :726260 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240529_171301-mdt4y11l/files/wandb-metadata.json
2024-05-29 17:13:06,350 INFO    Thread-17 :726260 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240529_171301-mdt4y11l/files/requirements.txt
2024-05-29 17:13:06,665 DEBUG   SenderThread:726260 [sender.py:send():379] send: telemetry
2024-05-29 17:13:06,665 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: status_report
2024-05-29 17:13:07,158 DEBUG   SenderThread:726260 [sender.py:send():379] send: telemetry
2024-05-29 17:13:07,174 INFO    wandb-upload_0:726260 [upload_job.py:push():131] Uploaded file /tmp/tmpvoqea6o2wandb/xz7d73es-wandb-metadata.json
2024-05-29 17:13:07,324 DEBUG   SenderThread:726260 [sender.py:send():379] send: telemetry
2024-05-29 17:13:08,350 INFO    Thread-17 :726260 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240529_171301-mdt4y11l/files/output.log
2024-05-29 17:13:10,352 INFO    Thread-17 :726260 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/test/FRL/wandb/run-20240529_171301-mdt4y11l/files/output.log
2024-05-29 17:13:12,009 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: status_report
2024-05-29 17:13:17,010 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: status_report
2024-05-29 17:13:21,320 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-29 17:13:21,322 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: stop_status
2024-05-29 17:13:21,324 DEBUG   SenderThread:726260 [sender.py:send_request():406] send_request: stop_status
2024-05-29 17:13:22,581 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: status_report
2024-05-29 17:13:27,583 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: status_report
2024-05-29 17:13:32,590 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: status_report
2024-05-29 17:13:33,372 INFO    Thread-17 :726260 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/test/FRL/wandb/run-20240529_171301-mdt4y11l/files/config.yaml
2024-05-29 17:13:36,319 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: stop_status
2024-05-29 17:13:36,320 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-29 17:13:36,322 DEBUG   SenderThread:726260 [sender.py:send_request():406] send_request: stop_status
2024-05-29 17:13:38,619 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: status_report
2024-05-29 17:13:43,620 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: status_report
2024-05-29 17:13:48,622 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: status_report
2024-05-29 17:13:51,317 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: stop_status
2024-05-29 17:13:51,319 DEBUG   SenderThread:726260 [sender.py:send_request():406] send_request: stop_status
2024-05-29 17:13:51,356 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-29 17:13:53,633 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: status_report
2024-05-29 17:13:58,635 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: status_report
2024-05-29 17:14:02,551 DEBUG   SystemMonitor:726260 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-29 17:14:02,558 DEBUG   SenderThread:726260 [sender.py:send():379] send: stats
2024-05-29 17:14:04,561 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: status_report
2024-05-29 17:14:06,318 DEBUG   HandlerThread:726260 [handler.py:handle_request():146] handle_request: stop_status
