2024-05-18 14:13:42,522 INFO    StreamThr :1343844 [internal.py:wandb_internal():86] W&B internal server running at pid: 1343844, started at: 2024-05-18 14:13:42.521069
2024-05-18 14:13:42,526 DEBUG   HandlerThread:1343844 [handler.py:handle_request():146] handle_request: status
2024-05-18 14:13:42,544 INFO    WriterThread:1343844 [datastore.py:open_for_write():87] open: /home/test/FRL/wandb/run-20240518_141342-fs2c2sre/run-fs2c2sre.wandb
2024-05-18 14:13:42,545 DEBUG   SenderThread:1343844 [sender.py:send():379] send: header
2024-05-18 14:13:42,551 DEBUG   SenderThread:1343844 [sender.py:send():379] send: run
2024-05-18 14:13:43,025 INFO    SenderThread:1343844 [dir_watcher.py:__init__():211] watching files in: /home/test/FRL/wandb/run-20240518_141342-fs2c2sre/files
2024-05-18 14:13:43,025 INFO    SenderThread:1343844 [sender.py:_start_run_threads():1124] run started: fs2c2sre with start time 1716005622.52084
2024-05-18 14:13:43,044 DEBUG   HandlerThread:1343844 [handler.py:handle_request():146] handle_request: check_version
2024-05-18 14:13:43,044 DEBUG   SenderThread:1343844 [sender.py:send_request():406] send_request: check_version
2024-05-18 14:13:43,119 DEBUG   HandlerThread:1343844 [handler.py:handle_request():146] handle_request: run_start
2024-05-18 14:13:43,128 DEBUG   HandlerThread:1343844 [system_info.py:__init__():26] System info init
2024-05-18 14:13:43,128 DEBUG   HandlerThread:1343844 [system_info.py:__init__():41] System info init done
2024-05-18 14:13:43,128 INFO    HandlerThread:1343844 [system_monitor.py:start():194] Starting system monitor
2024-05-18 14:13:43,129 INFO    HandlerThread:1343844 [system_monitor.py:probe():214] Collecting system info
2024-05-18 14:13:43,129 INFO    SystemMonitor:1343844 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-18 14:13:43,132 INFO    SystemMonitor:1343844 [interfaces.py:start():190] Started cpu monitoring
2024-05-18 14:13:43,134 INFO    SystemMonitor:1343844 [interfaces.py:start():190] Started disk monitoring
2024-05-18 14:13:43,135 INFO    SystemMonitor:1343844 [interfaces.py:start():190] Started gpu monitoring
2024-05-18 14:13:43,137 INFO    SystemMonitor:1343844 [interfaces.py:start():190] Started memory monitoring
2024-05-18 14:13:43,139 INFO    SystemMonitor:1343844 [interfaces.py:start():190] Started network monitoring
2024-05-18 14:13:43,151 DEBUG   HandlerThread:1343844 [system_info.py:probe():150] Probing system
2024-05-18 14:13:43,154 DEBUG   HandlerThread:1343844 [system_info.py:_probe_git():135] Probing git
2024-05-18 14:13:43,161 DEBUG   HandlerThread:1343844 [system_info.py:_probe_git():143] Probing git done
2024-05-18 14:13:43,161 DEBUG   HandlerThread:1343844 [system_info.py:probe():198] Probing system done
