2024-05-17 12:10:12,056 INFO    StreamThr :1278340 [internal.py:wandb_internal():86] W&B internal server running at pid: 1278340, started at: 2024-05-17 12:10:12.055522
2024-05-17 12:10:12,061 DEBUG   HandlerThread:1278340 [handler.py:handle_request():146] handle_request: status
2024-05-17 12:10:12,076 INFO    WriterThread:1278340 [datastore.py:open_for_write():87] open: /home/test/FRL/wandb/run-20240517_121012-zt6ia02f/run-zt6ia02f.wandb
2024-05-17 12:10:12,077 DEBUG   SenderThread:1278340 [sender.py:send():379] send: header
2024-05-17 12:10:12,082 DEBUG   SenderThread:1278340 [sender.py:send():379] send: run
2024-05-17 12:10:12,663 INFO    SenderThread:1278340 [dir_watcher.py:__init__():211] watching files in: /home/test/FRL/wandb/run-20240517_121012-zt6ia02f/files
2024-05-17 12:10:12,664 INFO    SenderThread:1278340 [sender.py:_start_run_threads():1124] run started: zt6ia02f with start time 1715911812.054209
2024-05-17 12:10:12,699 DEBUG   HandlerThread:1278340 [handler.py:handle_request():146] handle_request: check_version
2024-05-17 12:10:12,700 DEBUG   SenderThread:1278340 [sender.py:send_request():406] send_request: check_version
2024-05-17 12:10:12,775 DEBUG   HandlerThread:1278340 [handler.py:handle_request():146] handle_request: run_start
2024-05-17 12:10:12,785 DEBUG   HandlerThread:1278340 [system_info.py:__init__():26] System info init
2024-05-17 12:10:12,785 DEBUG   HandlerThread:1278340 [system_info.py:__init__():41] System info init done
2024-05-17 12:10:12,785 INFO    HandlerThread:1278340 [system_monitor.py:start():194] Starting system monitor
2024-05-17 12:10:12,786 INFO    HandlerThread:1278340 [system_monitor.py:probe():214] Collecting system info
2024-05-17 12:10:12,786 INFO    SystemMonitor:1278340 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-17 12:10:12,788 INFO    SystemMonitor:1278340 [interfaces.py:start():190] Started cpu monitoring
2024-05-17 12:10:12,790 INFO    SystemMonitor:1278340 [interfaces.py:start():190] Started disk monitoring
2024-05-17 12:10:12,791 INFO    SystemMonitor:1278340 [interfaces.py:start():190] Started gpu monitoring
2024-05-17 12:10:12,793 INFO    SystemMonitor:1278340 [interfaces.py:start():190] Started memory monitoring
2024-05-17 12:10:12,794 INFO    SystemMonitor:1278340 [interfaces.py:start():190] Started network monitoring
2024-05-17 12:10:12,803 DEBUG   HandlerThread:1278340 [system_info.py:probe():150] Probing system
2024-05-17 12:10:12,806 DEBUG   HandlerThread:1278340 [system_info.py:_probe_git():135] Probing git
2024-05-17 12:10:12,814 DEBUG   HandlerThread:1278340 [system_info.py:_probe_git():143] Probing git done
2024-05-17 12:10:12,814 DEBUG   HandlerThread:1278340 [system_info.py:probe():198] Probing system done
