2024-06-10 22:34:54,032 INFO    StreamThr :543141 [internal.py:wandb_internal():86] W&B internal server running at pid: 543141, started at: 2024-06-10 22:34:54.031361
2024-06-10 22:34:54,040 DEBUG   HandlerThread:543141 [handler.py:handle_request():146] handle_request: status
2024-06-10 22:34:54,052 INFO    WriterThread:543141 [datastore.py:open_for_write():87] open: /home/test/FRL/wandb/run-20240610_223454-ajz2nozu/run-ajz2nozu.wandb
2024-06-10 22:34:54,053 DEBUG   SenderThread:543141 [sender.py:send():379] send: header
2024-06-10 22:34:54,060 DEBUG   SenderThread:543141 [sender.py:send():379] send: run
2024-06-10 22:34:56,455 INFO    SenderThread:543141 [dir_watcher.py:__init__():211] watching files in: /home/test/FRL/wandb/run-20240610_223454-ajz2nozu/files
2024-06-10 22:34:56,455 INFO    SenderThread:543141 [sender.py:_start_run_threads():1124] run started: ajz2nozu with start time 1718022894.030349
2024-06-10 22:34:56,482 DEBUG   HandlerThread:543141 [handler.py:handle_request():146] handle_request: check_version
2024-06-10 22:34:56,483 DEBUG   SenderThread:543141 [sender.py:send_request():406] send_request: check_version
2024-06-10 22:34:56,562 DEBUG   HandlerThread:543141 [handler.py:handle_request():146] handle_request: run_start
2024-06-10 22:34:56,571 DEBUG   HandlerThread:543141 [system_info.py:__init__():26] System info init
2024-06-10 22:34:56,571 DEBUG   HandlerThread:543141 [system_info.py:__init__():41] System info init done
2024-06-10 22:34:56,571 INFO    HandlerThread:543141 [system_monitor.py:start():194] Starting system monitor
2024-06-10 22:34:56,572 INFO    HandlerThread:543141 [system_monitor.py:probe():214] Collecting system info
2024-06-10 22:34:56,572 INFO    SystemMonitor:543141 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-10 22:34:56,574 INFO    SystemMonitor:543141 [interfaces.py:start():190] Started cpu monitoring
2024-06-10 22:34:56,575 INFO    SystemMonitor:543141 [interfaces.py:start():190] Started disk monitoring
2024-06-10 22:34:56,578 INFO    SystemMonitor:543141 [interfaces.py:start():190] Started gpu monitoring
2024-06-10 22:34:56,583 INFO    SystemMonitor:543141 [interfaces.py:start():190] Started memory monitoring
2024-06-10 22:34:56,585 INFO    SystemMonitor:543141 [interfaces.py:start():190] Started network monitoring
2024-06-10 22:34:56,593 DEBUG   HandlerThread:543141 [system_info.py:probe():150] Probing system
2024-06-10 22:34:56,596 DEBUG   HandlerThread:543141 [system_info.py:_probe_git():135] Probing git
2024-06-10 22:34:56,605 DEBUG   HandlerThread:543141 [system_info.py:_probe_git():143] Probing git done
2024-06-10 22:34:56,605 DEBUG   HandlerThread:543141 [system_info.py:probe():198] Probing system done
2024-06-10 22:34:56,605 DEBUG   HandlerThread:543141 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-39-generic-x86_64-with-glibc2.37', 'python': '3.10.9', 'heartbeatAt': '2024-06-10T12:34:56.593748', 'startedAt': '2024-06-10T12:34:54.002560', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/test/FRL/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/gongzir1/FRL_my.git', 'commit': '9f5bf153e86cc085319f64b07953f0910b824169'}, 'email': 'zhaoxi_zhang@163.com', 'root': '/home/test/FRL', 'host': 'test-MS-7B51', 'username': 'test', 'executable': '/home/test/anaconda3/envs/FRL_test/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 4299.941, 'min': 800.0, 'max': 4700.0}, 'cpu_freq_per_core': [{'current': 4301.13, 'min': 800.0, 'max': 4700.0}, {'current': 4299.961, 'min': 800.0, 'max': 4700.0}, {'current': 4301.49, 'min': 800.0, 'max': 4700.0}, {'current': 4299.966, 'min': 800.0, 'max': 4700.0}, {'current': 4301.285, 'min': 800.0, 'max': 4700.0}, {'current': 4300.021, 'min': 800.0, 'max': 4700.0}, {'current': 4299.593, 'min': 800.0, 'max': 4700.0}, {'current': 4302.127, 'min': 800.0, 'max': 4700.0}, {'current': 4299.673, 'min': 800.0, 'max': 4700.0}, {'current': 4300.013, 'min': 800.0, 'max': 4700.0}, {'current': 4299.9, 'min': 800.0, 'max': 4700.0}, {'current': 4299.999, 'min': 800.0, 'max': 4700.0}], 'disk': {'/': {'total': 439.04788970947266, 'used': 266.6530227661133}}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 62.72426223754883}}
2024-06-10 22:34:56,606 INFO    HandlerThread:543141 [system_monitor.py:probe():224] Finished collecting system info
2024-06-10 22:34:56,606 INFO    HandlerThread:543141 [system_monitor.py:probe():227] Publishing system info
2024-06-10 22:34:56,606 DEBUG   HandlerThread:543141 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-06-10 22:34:57,458 INFO    Thread-17 :543141 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240610_223454-ajz2nozu/files/conda-environment.yaml
2024-06-10 22:35:00,332 DEBUG   HandlerThread:543141 [system_info.py:_save_conda():222] Saving conda packages done
2024-06-10 22:35:00,334 INFO    HandlerThread:543141 [system_monitor.py:probe():229] Finished publishing system info
2024-06-10 22:35:00,336 DEBUG   HandlerThread:543141 [handler.py:handle_request():146] handle_request: status_report
